,title,release_date,popularity,vote_count,vote_average,genres,actor,director,id,recommed_count
0,블랙 아담,2022-10-19,23828.993,1270,6.8,액션 판타지 SF,"[18918, 83860, 1253353]",[59521],436270,6.437612755476812
1,스마일,2022-09-23,4111.786,779,6.9,공포 미스테리 스릴러,"[1396124, 59219, 145245]",[2218465],882598,6.416169639279408
2,블랙 팬서: 와칸다 포에버,2022-11-09,3864.722,893,7.5,액션 모험 SF,"[1083010, 1267329, 82104]",[1056121],505642,6.539826609591639
3,Снайпер. Білий ворон,2022-05-03,2915.976,113,7.4,드라마 액션 전쟁,"[3258776, 2232024, 2039497]",[3518356],966220,6.34972027187758
4,테리파이어 2,2022-10-06,2492.938,645,7.0,공포 스릴러,"[1882502, 1880016, 2787720]",[933176],663712,6.416096086347041
5,R.I.P.D.:알.아이.피.디.  2,2022-11-15,2373.629,124,7.0,판타지 액션 코미디 범죄,"[52886, 1146114, 3901]",[1181315],1013860,6.34023226115672
6,미디벌,2022-09-08,2207.869,154,7.2,역사 액션 드라마,"[11107, 103994, 3895]",[53348],551271,6.352755288920407
7,Jeepers Creepers: Reborn,2022-09-15,1967.334,477,5.8,공포 스릴러 미스테리,"[1817397, 2738561, 3425159]",[66212],717728,6.2624183743384005
8,에밀리 더 크리미널,2022-08-12,1840.528,192,6.9,범죄 드라마 미스테리 스릴러,"[119592, 51995, 25382]",[1099792],862965,6.346525592750967
9,에놀라 홈즈 2,2022-11-04,1836.272,1024,7.7,미스테리 모험 범죄,"[1356210, 73968, 1558986]",[173847],829280,6.607155064610681
10,Tadeo Jones 3: La Tabla Esmeralda,2022-08-24,1778.809,97,7.8,모험 애니메이션 코미디 가족 판타지,"[1164823, 1021607, 114463]",[1074721],676701,6.35524262295718
11,파라다이스 시티,2022-11-11,1775.857,12,6.2,범죄 액션 스릴러,"[8891, 62, 1224115]",[26713],829799,6.3188125621442905
12,온 더 라인,2022-10-31,1726.511,125,6.5,스릴러,"[2461, 6863, 5528]",[1564258],979924,6.32481460165506
13,사라진 탄환 2,2022-11-10,1718.995,104,7.0,액션 드라마 스릴러,"[220692, 1145003, 83966]",[1188208],948276,6.336925154696352
14,MexZombies,2022-10-26,1602.866,84,7.2,공포 액션 코미디,"[1310902, 2177750, 1240118]",[964826],675054,6.337816465299356
15,폴: 600미터,2022-08-11,1519.421,1762,7.3,스릴러,"[54633, 1279279, 47296]",[90812],985939,6.625164902131453
16,서부 전선 이상 없다,2022-10-07,1399.58,863,7.8,전쟁 드라마 액션,"[3631223, 1111158, 1820948]",[221522],49046,6.588277820012307
17,오펀: 천사의 탄생,2022-07-27,1193.891,1312,6.8,공포 스릴러,"[77517, 12041, 58014]",[62768],760161,6.440540855567227
18,오버도즈,2022-11-04,1188.001,79,6.5,액션 범죄 스릴러,"[1018984, 20671, 110424]",[52342],896485,6.322782185936556
19,47 로닌의 검,2022-10-25,1147.821,80,6.9,액션 판타지,"[1267375, 18702, 2252174]",[61703],732459,6.330895453161483
20,미션 축구: 돌연변이를 무찔러라!,2022-11-09,1146.382,35,6.9,애니메이션 코미디 가족,"[1066986, 2087866, 71041]",[1234311],1037858,6.324364031430361
21,투 킬 더 비스트,2022-04-28,1084.91,24,6.0,미스테리 판타지 스릴러,"[3035813, 1961671, 3181204]",[1657527],856245,6.317220298526457
22,왓쳐,2022-06-03,1015.485,298,6.2,미스테리 스릴러 공포,"[1094091, 1327613, 39659]",[1451203],807356,6.310691053355269
23,토르: 러브 앤 썬더,2022-07-06,994.797,4706,6.7,판타지 액션 코미디,"[74568, 524, 3894]",[55934],616037,6.527762030637622
24,쥬라기 월드: 도미니언,2022-06-01,986.645,3869,7.0,모험 액션 SF,"[73457, 18997, 4784]",[930707],507086,6.658843503189999
25,The Red Book Ritual,2022-09-12,963.601,7,6.6,공포,"[3700533, 2880085, 3700534]",[1458309],928391,6.319684399496133
26,비스트,2022-08-11,958.7,812,7.0,스릴러 모험 공포,"[17605, 1438277, 1877835]",[67813],760741,6.436852142877489
27,강철의 연금술사 완결편: 최후의 연성,2022-06-24,942.883,120,6.3,액션 모험 판타지,"[1247874, 1488591, 1255487]",[70103],960704,6.3186049344079995
28,마고,2022-09-09,933.205,40,6.8,공포 SF,"[74929, 142113, 144852]",[30058],846778,6.324078290177902
29,제미나이: 지구 최후의 날,2022-01-06,921.752,170,5.6,SF,"[1280426, 1265148, 238523]",[3183304],575322,6.289036333145573
30,호커스 포커스 2,2022-09-27,919.841,1123,7.5,판타지 코미디 가족,"[73931, 520, 11074]",[29214],642885,6.583915226040816
31,디 인비테이션,2022-08-24,912.666,327,6.4,공포 스릴러,"[1251069, 1729496, 1142724]",[1709460],830788,6.325452496377509
32,불릿 트레인,2022-07-03,902.848,2391,7.5,액션 코미디 스릴러,"[287, 125025, 27428]",[40684],718930,6.768971063762696
33,럭,2022-08-05,896.796,922,7.9,애니메이션 모험 코미디 판타지,"[1684452, 11108, 6352]",[80672],585511,6.622323495681872
34,피노키오,2022-09-07,892.473,1093,6.7,판타지 모험 가족,"[2382044, 31, 24045]",[24],532639,6.402777940799044
35,탑건: 매버릭,2022-05-24,888.065,4795,8.3,액션 드라마,"[500, 996701, 6161]",[86270],361743,7.41329701269882
36,선과 악의 학교,2022-10-19,886.288,622,7.3,판타지 액션 드라마,"[1768965, 1494194, 11703]",[116805],779782,6.45451006371749
37,프레이,2022-08-02,853.532,4636,7.9,스릴러 액션 SF,"[1654001, 3675371, 87126]",[568322],766507,7.1791517680401835
38,스파이더맨: 노 웨이 홈,2021-12-15,849.272,15871,8.0,액션 모험 SF,"[1136406, 505710, 71580]",[1293994],634649,7.669399775635899
39,폴링 포 크리스마스,2022-11-10,840.216,248,6.6,로맨스 코미디,"[49265, 232501, 1622199]",[62079],833097,6.336025971755792
40,Frank and Penelope,2022-06-03,837.62,31,7.5,스릴러 공포 범죄,"[6863, 54789, 51670]",[54789],899294,6.328524729956202
41,테이크오버,2022-11-01,823.463,73,5.8,액션 범죄 스릴러,"[1486382, 567001, 1112244]",[1282094],944864,6.309606306450731
42,더 레어,2022-10-28,818.384,25,5.9,액션 공포,"[1352662, 1270111, 50668]",[57581],760204,6.3164999660543195
43,피기,2022-10-07,817.801,209,6.7,드라마 스릴러 공포,"[1260914, 1510952, 102222]",[1987284],848058,6.338615718495346
44,아바타,2009-12-15,810.125,26579,7.5,액션 모험 판타지 SF,"[65731, 8691, 10205]",[2710],19995,7.349379004340668
45,마법에 걸린 사랑 2,2022-11-18,795.066,240,7.7,코미디 가족 판타지,"[9273, 18352, 52792]",[20739],338958,6.399498634813002
46,아바타: 물의 길,2022-12-14,789.375,0,0.0,SF 액션 모험,"[65731, 8691, 10205]",[2710],76600,6.3191794563145764
47,미니언즈 2,2022-06-29,753.067,2328,7.5,애니메이션 코미디 가족,"[124747, 4495, 59919]",[8023],438148,6.761559602066052
48,수퍼 소닉 2,2022-03-30,751.144,3367,7.6,액션 모험 가족 코미디,"[11006, 222121, 110742]",[93364],675353,6.913764148247407
49,드래곤볼 슈퍼: 슈퍼 히어로,2022-06-11,741.948,2038,8.0,애니메이션 SF 액션,"[90496, 85286, 90569]",[2403335],610150,6.897422580560169
50,"모니카, 오 마이 달링",2022-11-11,714.563,15,7.5,범죄 코미디 드라마,"[117727, 1108805, 223167]",[1086433],915831,6.323719909571505
51,아테나,2022-09-09,713.612,367,6.6,드라마 액션 스릴러,"[1940747, 1660839, 1710851]",[78207],852046,6.343412030857852
52,테리파이어,2016-03-15,711.816,1030,6.6,공포 스릴러,"[1880016, 1303873, 1676771]",[933176],420634,6.378016958347934
53,인퍼널 머신,2022-09-23,684.18,128,6.9,스릴러 미스테리,"[529, 59860, 4654]",[2441040],916605,6.337700888699164
54,DC 리그 오브 슈퍼-펫,2022-07-27,660.081,941,7.5,애니메이션 액션 가족 코미디 SF,"[18918, 55638, 17697]",[89027],539681,6.5493746358480305
55,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,652.099,6354,7.4,판타지 액션 모험,"[71580, 550843, 5294]",[7623],453395,6.989837047581879
56,장진호지수문교,2022-02-01,650.018,25,6.6,전쟁 역사 액션 드라마,"[78871, 2223265, 126736]",[20640],928123,6.320974524990653
57,Whisper,2022-01-23,622.908,38,6.3,공포 스릴러,"[1697473, 1912565, 1782078]",[1494681],928773,6.31899372253783
58,블랙 팬서,2018-02-13,617.977,19842,7.4,액션 모험 SF,"[172069, 135651, 1267329]",[1056121],284054,7.222991038740663
59,트윈,2022-04-06,609.062,105,6.1,공포 미스테리,"[20374, 1102427, 203459]",[1168608],477462,6.313413021107102
60,와일드 이즈 더 윈드,2022-10-28,592.348,33,5.9,범죄 드라마,"[2614, 1181396, 93913]",[3744992],1033107,6.31564974923155
61,시크릿 헤드쿼터스,2022-08-12,584.352,156,6.9,가족 액션 모험 코미디 SF,"[887, 454, 2867506]",[142272],791155,6.341596082938754
62,애프터: 에버 해피,2022-08-24,580.441,573,7.0,로맨스 드라마,"[1753914, 1114487, 20805]",[1448492],744276,6.406667720842889
63,오르가즘 주식회사: 쾌락을 판 어느 회사의 진실,2022-11-05,578.231,21,6.1,다큐멘터리,[],[60007],1040603,6.318001373749283
64,할로윈 엔드,2022-10-12,577.736,962,6.5,공포 스릴러,"[8944, 1511997, 1196041]",[64141],616820,6.355060100502979
65,원피스 필름 레드,2022-08-06,573.257,184,7.4,애니메이션 모험 액션 판타지,"[203473, 3659896, 90561]",[90502],900667,6.3680421049725915
66,베스퍼,2022-08-17,569.477,199,6.8,SF 드라마 모험,"[1503909, 1665, 2648396]",[995521],976720,6.342602537879668
67,더 배트맨,2022-03-01,565.605,6788,7.7,범죄 미스테리 스릴러,"[11288, 37153, 17142]",[32278],414906,7.197295425073866
68,메이의 새빨간 비밀,2022-03-10,561.307,3534,7.5,애니메이션 가족 코미디 판타지,"[3156344, 25540, 1373681]",[2009739],508947,6.881581046797633
69,엔칸토: 마법의 세계,2021-10-13,557.605,7583,7.7,애니메이션 코미디 가족 판타지,"[968367, 2521631, 5723]",[76595],568124,7.23214154392174
70,극장판 귀멸의 칼날: 무한열차편,2020-10-16,556.581,2789,8.3,애니메이션 액션 모험 판타지,"[1256603, 1563442, 119145]",[1283010],635302,7.146821178612502
71,멘,2022-05-20,548.941,476,6.3,공포 스릴러 판타지,"[1498158, 139549, 1611824]",[2036],780609,6.317086512434306
72,크롤스페이스,2022-03-31,545.689,65,6.9,스릴러,"[9976, 98661, 114894]",[1102370],879538,6.328734843644253
73,블랙폰,2022-06-22,543.854,3107,7.9,공포 스릴러,"[2803710, 569, 1530558]",[55499],756999,7.021540307055405
74,La caída,2022-10-24,540.703,7,8.4,드라마,"[144275, 1096780, 3748551]",[69309],1037603,6.322920977970317
75,극장판 주술회전 0,2021-12-24,540.109,667,8.3,애니메이션 액션 판타지,"[77927, 119143, 1221114]",[2264366],810693,6.609363357618811
76,Madagascar: A Little Wild Holiday Goose Chase,2021-11-26,539.975,6,5.3,애니메이션 코미디,"[2587804, 2175116, 2773215]",[1496456],904039,6.317608264963629
77,Arsenault & Fils,2022-06-17,537.839,5,5.1,스릴러 드라마,"[240742, 1658206, 81418]",[227722],848526,6.317612790346555
78,더 렛지,2022-02-18,520.533,129,6.2,스릴러 모험 미스테리 액션 범죄,"[1197948, 1173231, 2931841]",[572295],924482,6.315350278266113
79,사마리탄,2022-08-25,509.334,1401,6.9,액션 드라마 SF,"[2532098, 16483, 1026947]",[1299642],629176,6.473090858187714
80,극장판 5등분의 신부,2022-05-20,507.683,102,9.0,애니메이션 코미디 로맨스,"[233590, 119143, 1072776]",[1495399],820067,6.3877460800497605
81,Hex,2022-11-01,492.677,2,3.0,액션 공포 스릴러,"[1518164, 1932306, 3675100]",[1420324],988233,6.317472059474909
82,Mia and Me: The Hero of Centopia,2022-05-26,480.907,39,7.4,애니메이션 판타지 모험,"[1535053, 1253190, 1900234]",[116736],955644,6.329918819678585
83,매트리악,2022-10-11,479.382,44,5.4,공포,"[62932, 71083, 1602723]",[1450921],1024535,6.308888388610291
84,돈 리브,2022-11-11,478.069,11,5.5,로맨스 드라마,"[1577490, 1584273, 115008]",[145509],1040263,6.316867171475095
85,걱정말아요 그대,2022-09-21,476.858,991,6.9,스릴러 미스테리 SF,"[1373737, 1052109, 62064]",[59315],619730,6.437201428591028
86,그림커티,2022-10-10,476.569,211,5.6,공포,"[3620497, 27855, 1129806]",[1062420],1024530,6.282140924393079
87,엘머의 모험,2022-11-04,471.204,13,7.6,애니메이션 모험 가족 판타지 코미디,"[1277188, 1653291, 229932]",[96677],560052,6.323449953126044
88,RRR: 라이즈 로어 리볼트,2022-03-24,463.183,510,7.8,액션 드라마,"[148037, 147023, 1108120]",[147021],579974,6.49097619818891
89,20/20 Presents Black Panther: In Search of Wakanda,2022-11-04,462.359,0,0.0,다큐멘터리,"[1215522, 1056121, 2395]",[3773187],1043835,6.3191794563145764
90,Mete miedo,2022-09-02,439.41,23,6.1,스릴러 판타지 공포,"[557713, 2482584, 1811021]",[1936356],812488,6.317889835568802
91,몬스터 호텔 4: 뒤바뀐 세계,2022-02-25,437.923,1285,7.1,애니메이션 코미디 가족 판타지 모험,"[77948, 62861, 17696]",[70652],585083,6.51321434291983
92,Dracula: The Original Living Vampire,2022-01-28,434.352,47,5.6,공포 판타지 스릴러,"[11086, 1648814, 3386521]",[1097187],928015,6.310585142954092
93,로스트 시티,2022-03-24,429.218,2231,6.7,액션 모험 코미디,"[18277, 38673, 10980]",[174313],752623,6.458072808114835
94,코드 네임 밴쉬,2022-07-01,427.764,45,5.1,스릴러 액션,"[5915, 3131, 2478]",[74629],916719,6.305222937481162
95,20세기 소녀,2022-10-06,427.02,257,8.7,로맨스 드라마,"[140335, 2117890, 2377671]",[2378215],851644,6.466867334597741
96,토고,2022-10-05,424.417,54,6.5,범죄 드라마,"[230222, 3268997, 3268998]",[230217],884363,6.321657707420925
97,루,2022-09-23,420.69,373,6.7,액션 스릴러 드라마,"[19, 59017, 130253]",[402272],429473,6.3525314316126895
98,언더 랩스 2,2022-09-25,420.359,26,6.6,가족 판타지 TV 영화,"[1836114, 1983013, 2705566]",[88077],936061,6.321045850521075
99,So Cold the River,2022-03-25,415.429,28,5.6,공포 스릴러,"[1118081, 109740, 1411601]",[1423811],811061,6.314034585395617
100,시정 조치,2022-04-29,411.194,28,4.9,SF 액션,"[62, 74677, 12132]",[131416],872177,6.309026920602566
101,보스 베이비 2,2021-07-01,411.177,2109,7.5,애니메이션 코미디 모험 가족,"[7447, 11006, 12110]",[18864],459151,6.7345840479130015
102,바비: 모험을 떠나요,2022-10-25,409.493,5,7.2,코미디 가족 애니메이션,"[63333, 3038265, 1440178]",[92125],1034470,6.320311325427511
103,몬스터 하이: 더 무비,2022-10-06,407.83,129,7.1,모험 가족 TV 영화,"[3302924, 1630438, 2437835]",[1213162],335795,6.344266841155278
104,배트맨 앤 슈퍼맨: 배틀 오브 더 슈퍼 선즈,2022-10-17,407.535,138,8.0,애니메이션 액션 SF,"[1774679, 1277364, 75037]",[1637776],886396,6.376821910347526
105,혼자가 아닌,2022-04-01,402.458,146,6.6,공포 드라마 역사,"[1617466, 20699, 587823]",[1844423],883083,6.329348057350805
106,Sicosexual,2022-05-12,401.403,1,2.0,스릴러,"[2606946, 2374894, 2500985]",[2606947],834734,6.318068270449818
107,Deinfluencer,2022-10-01,398.876,3,6.0,공포 스릴러,"[3529232, 3529234, 2480289]",[2814493],969160,6.318933239197337
108,해리 포터와 마법사의 돌,2001-11-16,397.97,23574,7.9,모험 판타지,"[10980, 10989, 10990]",[10965],671,7.676290290139783
109,테리파이어,2011-08-09,397.865,47,6.7,공포,"[1375767, 1375765, 1487368]",[933176],86328,6.323730324749159
110,비욘드 유니버스,2022-10-27,386.879,128,8.1,로맨스 드라마 코미디,"[1563169, 3505217, 1783088]",[2703260],962232,6.375966957458506
111,어벤져스: 인피니티 워,2018-04-25,385.319,25755,8.3,모험 액션 SF,"[3223, 74568, 103]",[19271],299536,8.040310089647397
112,강철의 연금술사 완결편: 복수자 스카,2022-05-20,383.571,138,6.9,판타지 액션 모험,"[1247874, 1488591, 1255487]",[70103],960700,6.339098252295837
113,Два холма. Фильм,2022-06-09,382.935,0,0.0,코미디 SF,"[2536169, 2213731, 2128574]",[1430080],981588,6.3191794563145764
114,웬델 & 와일드,2022-10-21,380.408,126,6.8,애니메이션 코미디 판타지 모험,"[298410, 291263, 9780]",[57646],511817,6.334280001804198
115,Tom and Jerry Snowman's Land,2022-09-06,376.958,8,8.9,가족 코미디 애니메이션 모험,"[59784, 54427, 1217137]",[94177],1018403,6.324481604324202
116,The Jack in the Box: Awakening,2022-02-24,375.536,189,6.3,공포,"[1733286, 2992685, 2215526]",[1976339],801071,6.318289906070784
117,코코,2017-10-27,374.969,16510,8.2,가족 애니메이션 판타지 음악 코미디 모험,"[1193391, 258, 4589]",[8],354912,7.84165186150414
118,노스맨,2022-04-07,373.624,2689,7.2,액션 모험 판타지,"[28846, 2227, 150802]",[138781],639933,6.679411614789117
119,해리 포터와 비밀의 방,2002-11-13,373.225,18944,7.7,모험 판타지,"[10980, 10989, 10990]",[10965],672,7.464964142235586
120,해리 포터와 혼혈왕자,2009-07-07,373.076,16795,7.7,모험 판타지,"[10980, 10989, 10990]",[11343],767,7.440541142461122
121,Jaula,2022-09-09,372.351,123,6.3,공포 스릴러 미스테리,"[3623, 1209572, 1050908]",[1489421],960875,6.318591012032538
122,도그,2022-02-17,370.156,1002,7.4,드라마 코미디,"[38673, 209, 135352]",[38673],626735,6.540738823084787
123,Wakanda,2018-07-06,367.719,4,8.0,음악,[],[3384808],950044,6.320907806488032
124,Franco Escamilla: Voyerista auditivo,2022-10-23,367.376,55,8.7,코미디,[2021651],[1698815],1039026,6.352405827769207
125,씽2게더,2021-12-01,365.253,3272,8.0,애니메이션 모험 코미디,"[10297, 368, 1245]",[52842],438695,7.0875008895275835
126,메모리,2022-04-28,364.73,938,7.1,액션 스릴러 범죄,"[3896, 529, 1371819]",[10702],818397,6.471005673142298
127,신비한 동물들과 덤블도어의 비밀,2022-04-06,363.415,2974,6.8,판타지 모험 액션,"[37632, 9642, 1019]",[11343],338953,6.527628479189277
128,더 메뉴,2022-11-17,362.845,100,7.6,코미디 공포 스릴러,"[1397778, 5469, 3292]",[57199],593643,6.351312435333277
129,블레이드 퍼피 워리어,2022-07-14,359.854,183,6.7,가족 코미디 애니메이션 액션,"[39995, 2231, 17835]",[18898],366672,6.336306553757297
130,더 스트레인저,2022-10-06,359.288,109,6.2,범죄 드라마 미스테리 스릴러,"[33192, 16702, 1531205]",[1212871],848791,6.315927751498985
131,브라더스,2009-01-22,357.146,2624,7.2,드라마 스릴러 전쟁,"[2219, 524, 131]",[53334],7445,6.674213727686397
132,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,2021-08-06,356.083,315,7.6,애니메이션 액션 모험 SF,"[1325962, 1245094, 149894]",[1307036],768744,6.415218130739929
133,해리 포터와 불의 잔,2005-11-16,354.559,17922,7.8,모험 판타지 가족,"[10980, 10989, 10990]",[10723],674,7.5361303818432885
134,바바리안,2022-09-08,353.529,763,7.0,공포 스릴러,"[1335315, 137905, 15033]",[84833],913290,6.430916620184651
135,베놈 2: 렛 데어 비 카니지,2021-09-30,352.716,8214,6.9,SF 액션 모험,"[2524, 57755, 1812]",[1333],580489,6.713465402251111
136,버즈 라이트이어,2022-06-15,352.358,2374,7.2,애니메이션 액션 모험 가족 SF,"[16828, 74688, 21198]",[7929],718789,6.653215873360773
137,언차티드,2022-02-10,348.525,3920,7.1,액션 모험,"[1136406, 13240, 1163789]",[91268],335787,6.7112902084599595
138,또 다른 365일,2022-08-19,346.239,563,6.6,로맨스 드라마,"[2511949, 2349355, 3090060]",[88253],829560,6.3547159737555505
139,크루엘라,2021-05-26,346.221,7673,8.1,코미디 범죄,"[54693, 7056, 54811]",[50767],337404,7.501309055042688
140,Black Adam: Saviour or Destroyer?,2022-10-15,343.476,205,7.0,다큐멘터리,[18918],[],1040330,6.353295372094462
141,마법에 걸린 사랑,2007-11-20,337.866,4762,6.8,코미디 가족 판타지 로맨스,"[9273, 18352, 11006]",[15775],4523,6.583942109995196
142,늑대사냥,2022-09-28,331.704,38,6.8,SF 액션 스릴러,"[1255411, 1713025, 1872629]",[1294527],799379,6.323835720499094
143,배드 가이즈,2022-03-17,330.08,1159,7.7,애니메이션 액션 모험 범죄 코미디,"[6807, 1231717, 1625558]",[1261455],629542,6.6363986852801675
144,La Princesa,2022-02-01,327.466,75,7.4,액션,"[544443, 1889623, 2092366]",[1551199],1008779,6.339644374460602
145,모비우스,2022-03-30,324.757,2919,6.3,액션 SF 판타지,"[7499, 136532, 1371297]",[125738],526896,6.31095244191601
146,11th Hour Cleaning,2022-07-05,324.641,15,5.8,공포,"[1854123, 8179, 1454355]",[3571278],982317,6.3171831241318745
147,와이어 룸,2022-09-02,322.708,106,6.8,액션 범죄 스릴러,"[6863, 62, 1395206]",[231705],921360,6.331946735280171
148,잭 스나이더의 저스티스 리그,2021-03-18,321.756,8329,8.2,액션 모험 판타지 SF,"[880, 73968, 90633]",[15217],791373,7.601648085733806
149,포커 페이스,2022-11-16,321.355,16,6.0,스릴러 드라마,"[934, 96066, 150]",[934],842934,6.317870673305598
150,해리 포터와 아즈카반의 죄수,2004-05-31,319.277,18627,8.0,모험 판타지,"[10980, 10989, 10990]",[11218],673,7.709871246268309
151,Trick or Treat Scooby-Doo!,2022-10-04,315.096,116,7.4,모험 미스테리 코미디 애니메이션 가족,"[15831, 15761, 26457]",[2269906],1015724,6.350507588015604
152,L.O.L. Surprise! Winter Fashion Show,2022-10-24,314.977,18,7.9,애니메이션,[],[51959],1039627,6.326468075624601
153,서울대작전,2022-08-26,313.424,101,6.9,액션 범죄 코미디 모험,"[572225, 1257601, 1916075]",[1294594],773867,6.333892994040243
154,심슨 가족: 웰컴 투 더 클럽,2022-09-08,311.789,114,6.7,애니메이션 코미디,"[5586, 34983, 200]",[197],1015602,6.3300328418096115
155,블랙아웃: 사라진 기억,2022-10-12,311.42,87,5.5,액션 모험 스릴러,"[19536, 37260, 1134885]",[1168992],759507,6.301241220044914
156,멈출 수 없는,2022-03-31,310.003,37,5.8,스릴러,"[47820, 26107, 67532]",[72611],781099,6.314282785429122
157,위어드: 알 얀코빅 스토리,2022-09-08,307.351,86,6.7,코미디 음악 드라마,"[10980, 38940, 11678]",[1113994],928344,6.327424815518239
158,더 트랩트 13: 태국 동굴 조난 사건,2022-10-05,306.427,6,6.3,다큐멘터리,[],[2399479],1025169,6.319149888807411
159,엑소시즘 오브 갓,2022-03-11,305.021,696,7.2,공포,"[58942, 1601451, 1050186]",[1190581],836225,6.452974981937679
160,드래곤 나이트,2022-03-21,304.763,32,7.1,판타지 모험 액션,"[3356551, 2598151, 3356554]",[1162038],919355,6.32555675529312
161,일곱 개의 대죄: 빛에 저주받은 자들,2021-07-02,301.655,410,7.8,애니메이션 판타지,"[149894, 1325034, 151182]",[1250035],843241,6.460505439301314
162,귀멸의 칼날: 남매의 연,2019-03-29,299.807,55,8.3,액션 애니메이션 판타지,"[1256603, 1563442, 9705]",[1283010],820232,6.346823488261468
163,해리 포터와 죽음의 성물 2,2011-07-07,299.203,17929,8.1,판타지 모험,"[10980, 10989, 10990]",[11343],12445,7.7827747589841145
164,오피스 인베이전,2022-08-10,299.021,89,5.8,SF 코미디 액션,"[1465473, 2047714, 2583040]",[2450843],1006851,6.307555060940488
165,Pamasahe,2022-12-09,298.189,0,0.0,,"[3646307, 1052738, 1044236]",[1495470],1041898,6.3191794563145764
166,분노의 추격자,2022-05-19,297.849,489,6.6,액션 스릴러,"[17276, 59817, 62649]",[80978],961484,6.350567169654502
167,Looks Can Kill,2022-02-01,295.266,10,4.5,스릴러,"[3254592, 1565408, 3254594]",[3323719],968857,6.314510104527321
168,슈렉,2001-05-18,290.177,14490,7.7,애니메이션 코미디 판타지 모험 가족,"[12073, 776, 6941]",[5524],808,7.407995829736528
169,장화신은 고양이: 끝내주는 모험,2022-12-07,289.981,0,0.0,애니메이션 모험 코미디 가족 판타지,"[3131, 3136, 1373737]",[12098],315162,6.3191794563145764
170,암스테르담,2022-09-27,288.529,345,6.1,범죄 코미디 역사 미스테리 스릴러,"[3894, 234352, 1117313]",[17883],664469,6.301307342764936
171,비상선언,2022-08-03,286.184,88,7.7,드라마 액션,"[20738, 25002, 20737]",[1059129],626872,6.349756257483252
172,모탈 컴뱃,2021-04-07,284.919,4968,7.1,액션 판타지 모험,"[1610940, 136347, 189230]",[1828590],460465,6.757299680058555
173,해리 포터와 불사조 기사단,2007-06-28,283.625,16957,7.7,모험 판타지 미스테리,"[10980, 10989, 10990]",[11343],675,7.44255775882735
174,샹치와 텐 링즈의 전설,2021-09-01,283.059,7414,7.7,액션 모험 판타지,"[1489211, 1337, 1625558]",[1144604],566525,7.225144368782163
175,Mamá no enRedes,2022-07-01,281.869,11,6.0,코미디,"[96428, 1350277, 1155088]",[130987],942999,6.318278513533088
176,V/H/S/99,2022-09-15,281.436,98,6.4,공포 스릴러,"[1944267, 3372628, 2992820]",[100734],1005776,6.321167511857039
177,홈바운드,2022-04-01,281.416,11,3.8,미스테리 드라마 공포,"[112824, 43034, 1503909]",[1916699],484907,6.312068608477918
178,아이스 에이지: 벅의 대모험,2022-01-28,279.793,1387,6.7,애니메이션 코미디 모험 가족,"[11108, 1240645, 3332754]",[5718],774825,6.419349775694755
179,문폴,2022-02-03,279.056,2027,6.4,SF,"[4587, 17178, 1010135]",[6046],406759,6.346885061261363
180,불릿 프루프,2022-08-19,278.285,23,5.6,액션 범죄,"[980, 3302929, 1808592]",[1808592],993145,6.314947906686735
181,해리 포터와 죽음의 성물 1,2010-10-06,276.819,16610,7.8,모험 판타지,"[10980, 10990, 10989]",[11343],12444,7.5192394304858725
182,그린치,2000-11-15,273.659,6163,6.7,가족 코미디 판타지,"[206, 20480, 4175]",[6159],8871,6.552734736514921
183,애프터: 관계의 함정,2021-09-01,272.373,1997,7.1,로맨스 드라마,"[1753914, 1114487, 20805]",[1448492],744275,6.584231067013164
184,핵소 고지,2016-10-07,271.165,11633,8.2,드라마 역사 전쟁,"[37625, 65731, 4937]",[2461],324786,7.729037397205905
185,Belli ciao,2022-01-01,268.344,92,5.7,코미디,"[1302692, 1302693, 1588435]",[120127],773820,6.30485956944154
186,Cuando Sea Joven,2022-09-14,267.264,2,8.0,코미디 판타지,"[975043, 1222995, 954828]",[1703328],772071,6.320044075935814
187,도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,2022-03-04,265.016,5,5.6,애니메이션 SF 모험,"[1142780, 1241939, 932986]",[1327767],782054,6.318255298699163
188,보루토 - 나루토 더 무비,2015-08-07,264.332,1146,7.6,애니메이션 액션 코미디,"[1201637, 1246233, 82055]",[1483924],347201,6.610876662805732
189,Ｍ家の新妻　変態洗礼,2009-03-27,262.352,5,3.5,드라마 로맨스,"[1510322, 1510323, 2139374]",[1079324],247136,6.315556763618207
190,컨저링 3: 악마가 시켰다,2021-05-25,262.245,4779,7.6,공포 미스테리 스릴러,"[17178, 21657, 1731961]",[1607672],423108,7.025589309548579
191,"그 남자, 좋은 간호사",2022-10-19,261.989,531,7.0,드라마 범죄 미스테리,"[83002, 37632, 11315]",[141883],541134,6.401025892514929
192,365일: 오늘,2022-04-27,261.922,938,5.9,로맨스 드라마,"[2511949, 2349355, 3090060]",[88253],829557,6.237672339808965
193,나의 경찰관,2022-10-21,259.65,296,8.1,드라마 로맨스,"[1052109, 2324569, 1244412]",[1187130],744114,6.445225099770073
194,타르,2022-10-07,259.603,39,7.8,드라마 음악,"[112, 681, 1385600]",[5010],817758,6.333893341971578
